movie_title,similar_movie_title,similarity_score,rank
World War Z,Night of the Living Dead,0.4868747293949127,7
World War Z,The Walking Deceased,0.4868096709251404,8
World War Z,The Invasion,0.4828137159347534,9
World War Z,28 Days Later,0.47993627190589905,10
X-Men: Days of Future Past,X-Men: Apocalypse,0.6392694711685181,1
X-Men: Days of Future Past,The Wolverine,0.5286962985992432,2
X-Men: Days of Future Past,X-Men Origins: Wolverine,0.5055932402610779,3
X-Men: Days of Future Past,X-Men,0.5005238652229309,4
X-Men: Days of Future Past,X-Men: The Last Stand,0.49964118003845215,5
X-Men: Days of Future Past,Ice Age: Dawn of the Dinosaurs,0.48481234908103943,6
X-Men: Days of Future Past,X2,0.4808083772659302,7
X-Men: Days of Future Past,X-Men: First Class,0.47536516189575195,8
X-Men: Days of Future Past,Three Kingdoms: Resurrection of the Dragon,0.4454967677593231,9
X-Men: Days of Future Past,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0.44057196378707886,10
Star Trek Into Darkness,Star Trek: The Motion Picture,0.6166125535964966,1
Star Trek Into Darkness,Star Trek V: The Final Frontier,0.5912132859230042,2
Star Trek Into Darkness,Star Trek VI: The Undiscovered Country,0.5889027118682861,3
Star Trek Into Darkness,Star Trek IV: The Voyage Home,0.5754536390304565,4
Star Trek Into Darkness,Star Trek II: The Wrath of Khan,0.5754250288009644,5
Star Trek Into Darkness,Star Trek III: The Search for Spock,0.569514274597168,6
Star Trek Into Darkness,Star Trek Beyond,0.5649623870849609,7
Star Trek Into Darkness,Star Trek,0.5129567980766296,8
Star Trek Into Darkness,Serenity,0.47619566321372986,9
Star Trek Into Darkness,She's Out of My League,0.46419423818588257,10
Jack the Giant Slayer,The Prince of Egypt,0.5288348197937012,1
Jack the Giant Slayer,Delgo,0.5287192463874817,2
Jack the Giant Slayer,Hercules,0.5239189863204956,3
Jack the Giant Slayer,The Legend of Hercules,0.5227819085121155,4
Jack the Giant Slayer,Quest for Fire,0.511751651763916,5
Jack the Giant Slayer,Ong Bak 2,0.49816668033599854,6
Jack the Giant Slayer,The Dictator,0.48682674765586853,7
Jack the Giant Slayer,Eragon,0.47278574109077454,8
Jack the Giant Slayer,Mad Max: Fury Road,0.47172993421554565,9
Jack the Giant Slayer,Percy Jackson: Sea of Monsters,0.46739041805267334,10
The Great Gatsby,Nicholas Nickleby,0.4863481819629669,1
The Great Gatsby,The Shining,0.43698427081108093,2
The Great Gatsby,Salton Sea,0.42059972882270813,3
The Great Gatsby,Clerks II,0.41426989436149597,4
The Great Gatsby,Six Days Seven Nights,0.4131312966346741,5
The Great Gatsby,Joy,0.41115641593933105,6
The Great Gatsby,Mr. Popper's Penguins,0.41051238775253296,7
The Great Gatsby,Pan,0.4103514552116394,8
The Great Gatsby,Winter Passing,0.4033031463623047,9
The Great Gatsby,Men of War,0.3989057242870331,10
Prince of Persia: The Sands of Time,Mirror Mirror,0.5479351878166199,1
Prince of Persia: The Sands of Time,The Promise,0.5214189887046814,2
Prince of Persia: The Sands of Time,Delgo,0.494981586933136,3
Prince of Persia: The Sands of Time,The Illusionist,0.494411438703537,4
Prince of Persia: The Sands of Time,Red Sonja,0.4936739504337311,5
Prince of Persia: The Sands of Time,Snow White and the Huntsman,0.4696553349494934,6
Prince of Persia: The Sands of Time,House of Flying Daggers,0.4645291566848755,7
Prince of Persia: The Sands of Time,Aladdin,0.46427738666534424,8
Prince of Persia: The Sands of Time,Dragonslayer,0.4620998203754425,9
Prince of Persia: The Sands of Time,"Crouching Tiger, Hidden Dragon",0.4608546495437622,10
Pacific Rim,47 Ronin,0.4691055417060852,1
Pacific Rim,Mortal Kombat: Annihilation,0.4376738369464874,2
Pacific Rim,Creature,0.4328056573867798,3
Pacific Rim,Shin Godzilla,0.4099501669406891,4
Pacific Rim,1941,0.3766936659812927,5
Pacific Rim,Navy Seals vs. Zombies,0.3744041621685028,6
Pacific Rim,X-Men: Days of Future Past,0.3713468611240387,7
Pacific Rim,Letters from Iwo Jima,0.3685470223426819,8
Pacific Rim,The Thin Red Line,0.3681887984275818,9
Pacific Rim,The Last Samurai,0.3662113547325134,10
Transformers: Dark of the Moon,Transformers: Revenge of the Fallen,0.693637490272522,1
Transformers: Dark of the Moon,Transformers,0.6311733722686768,2
Transformers: Dark of the Moon,Transformers: Age of Extinction,0.5920770168304443,3
Transformers: Dark of the Moon,You Only Live Twice,0.4644630551338196,4
Transformers: Dark of the Moon,Superman III,0.4479916989803314,5
Transformers: Dark of the Moon,TRON: Legacy,0.4400027394294739,6
Transformers: Dark of the Moon,Megamind,0.43828821182250977,7
Transformers: Dark of the Moon,Zathura: A Space Adventure,0.434930682182312,8
Transformers: Dark of the Moon,Act of Valor,0.42662858963012695,9
Transformers: Dark of the Moon,The Man from U.N.C.L.E.,0.4154324233531952,10
Indiana Jones and the Kingdom of the Crystal Skull,The Company,0.4589213728904724,1
Indiana Jones and the Kingdom of the Crystal Skull,The Peacemaker,0.44518914818763733,2
Indiana Jones and the Kingdom of the Crystal Skull,Ronin,0.4409533739089966,3
Indiana Jones and the Kingdom of the Crystal Skull,Cure,0.43958765268325806,4
Indiana Jones and the Kingdom of the Crystal Skull,The Golden Child,0.4384790360927582,5
Indiana Jones and the Kingdom of the Crystal Skull,Topaz,0.4215700328350067,6
Indiana Jones and the Kingdom of the Crystal Skull,Lara Croft: Tomb Raider,0.421395868062973,7
Indiana Jones and the Kingdom of the Crystal Skull,The Man from U.N.C.L.E.,0.41550499200820923,8
Indiana Jones and the Kingdom of the Crystal Skull,The Monuments Men,0.41474565863609314,9
Indiana Jones and the Kingdom of the Crystal Skull,American Ninja 2: The Confrontation,0.41316795349121094,10
The Good Dinosaur,The Land Before Time,0.6161758303642273,1
The Good Dinosaur,Lake Placid,0.4725043475627899,2
The Good Dinosaur,Dinosaur,0.47043517231941223,3
The Good Dinosaur,Jurassic Park,0.4695305824279785,4
The Good Dinosaur,Ice Age: Dawn of the Dinosaurs,0.46449580788612366,5
The Good Dinosaur,Sea Rex 3D: Journey to a Prehistoric World,0.4151820242404938,6
The Good Dinosaur,Ice Age,0.4110870659351349,7
The Good Dinosaur,Quest for Fire,0.4050450623035431,8
The Good Dinosaur,Jurassic World,0.39947715401649475,9
The Good Dinosaur,The Lost World: Jurassic Park,0.38684767484664917,10
Brave,Quest for Camelot,0.40816831588745117,1
Brave,The Crying Game,0.40369704365730286,2
Brave,Braveheart,0.4012400805950165,3
Brave,The Tale of Despereaux,0.39811471104621887,4
Brave,Tangled,0.39766913652420044,5
Brave,Slow West,0.3966113030910492,6
Brave,Stuart Little,0.3948471248149872,7
Brave,Snow White and the Seven Dwarfs,0.38915833830833435,8
Brave,Mulan,0.38863980770111084,9
Brave,Monty Python and the Holy Grail,0.3883626163005829,10
Star Trek Beyond,Star Trek: The Motion Picture,0.6152364015579224,1
Star Trek Beyond,Star Trek IV: The Voyage Home,0.5962081551551819,2
Star Trek Beyond,Star Trek Into Darkness,0.5649623870849609,3
Star Trek Beyond,The Black Hole,0.5550963282585144,4
Star Trek Beyond,Event Horizon,0.506507158279419,5
Star Trek Beyond,Prometheus,0.4987768828868866,6
Star Trek Beyond,Supernova,0.497116357088089,7
Star Trek Beyond,Serenity,0.4772501587867737,8
Star Trek Beyond,Star Trek: First Contact,0.45897236466407776,9
Star Trek Beyond,The Abyss,0.45445871353149414,10
WALL·E,The Hitchhiker's Guide to the Galaxy,0.4251604974269867,1
WALL·E,Bill & Ted's Bogus Journey,0.4128970801830292,2
WALL·E,Transformers: Age of Extinction,0.4042305648326874,3
WALL·E,Bicentennial Man,0.3985038101673126,4
WALL·E,The Black Hole,0.3976394534111023,5
WALL·E,A.I. Artificial Intelligence,0.39240121841430664,6
WALL·E,Star Trek Beyond,0.3904566764831543,7
WALL·E,E.T. the Extra-Terrestrial,0.38454607129096985,8
WALL·E,Star Trek Into Darkness,0.3827120363712311,9
WALL·E,Deep Impact,0.3792974054813385,10
Rush Hour 3,The Replacement Killers,0.5727406144142151,1
Rush Hour 3,Rush Hour 2,0.5631269812583923,2
Rush Hour 3,Bad Company,0.5107765793800354,3
Rush Hour 3,Safe House,0.5074554085731506,4
Rush Hour 3,Mission: Impossible,0.4889344573020935,5
Rush Hour 3,Chain of Command,0.4868990480899811,6
Rush Hour 3,Tae Guk Gi: The Brotherhood of War,0.47598451375961304,7
Rush Hour 3,Sympathy for Lady Vengeance,0.47420111298561096,8
Rush Hour 3,Body of Lies,0.4674946963787079,9
Rush Hour 3,Kiss of the Dragon,0.4559418261051178,10
2012,The Core,0.6084548830986023,1
2012,The Day After Tomorrow,0.4995605945587158,2
2012,Deep Impact,0.4666440188884735,3
2012,Antarctic Edge: 70° South,0.43937554955482483,4
2012,The Hitchhiker's Guide to the Galaxy,0.434999942779541,5
2012,The Day the Earth Stood Still,0.43429654836654663,6
2012,Jason X,0.4241919219493866,7
2012,Volcano,0.41110020875930786,8
2012,Doctor Dolittle,0.4095437228679657,9
2012,An Inconvenient Truth,0.4042201042175293,10
A Christmas Carol,The Muppet Christmas Carol,0.7824209332466125,1
A Christmas Carol,Elf,0.5636633038520813,2
A Christmas Carol,The Santa Clause,0.5433827638626099,3
A Christmas Carol,Scrooged,0.5393766164779663,4
A Christmas Carol,Love Actually,0.5297808051109314,5
A Christmas Carol,Bad Santa,0.5171132683753967,6
A Christmas Carol,Arthur Christmas,0.492023229598999,7
A Christmas Carol,Jingle All the Way,0.4840768873691559,8
A Christmas Carol,A Charlie Brown Christmas,0.4752851128578186,9
A Christmas Carol,Chocolate: Deep Dark Secrets,0.4735773801803589,10
Jupiter Ascending,Children of Men,0.47397392988204956,1
Jupiter Ascending,Code 46,0.47166645526885986,2
Jupiter Ascending,In Time,0.4522807002067566,3
Jupiter Ascending,The Promise,0.44486838579177856,4
Jupiter Ascending,Circumstance,0.44160598516464233,5
Jupiter Ascending,The Grandmaster,0.4400095045566559,6
Jupiter Ascending,Delgo,0.42763304710388184,7
Jupiter Ascending,Queen of the Mountains,0.42653870582580566,8
Jupiter Ascending,The Prince of Egypt,0.4255346357822418,9
Jupiter Ascending,August: Osage County,0.42009931802749634,10
The Legend of Tarzan,The Jungle Book 2,0.4971456825733185,1
The Legend of Tarzan,The Jungle Book,0.4219001531600952,2
The Legend of Tarzan,Jungle Shuffle,0.4015178680419922,3
The Legend of Tarzan,Winnie the Pooh,0.39955422282218933,4
The Legend of Tarzan,Paddington,0.39056819677352905,5
The Legend of Tarzan,George of the Jungle,0.3759779930114746,6
The Legend of Tarzan,Rio 2,0.36530011892318726,7
The Legend of Tarzan,Three Kingdoms: Resurrection of the Dragon,0.3531716465950012,8
The Legend of Tarzan,The Nut Job,0.3476463854312897,9
The Legend of Tarzan,The Trouble with Harry,0.3467153012752533,10
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",The Chronicles of Narnia: Prince Caspian,0.7356573343276978,1
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Epic Movie,0.6246798634529114,2
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",The Chronicles of Narnia: The Voyage of the Dawn Treader,0.5739096403121948,3
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",The Spiderwick Chronicles,0.5397189855575562,4
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",The Huntsman: Winter's War,0.5372505784034729,5
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",The Wizard of Oz,0.5319975018501282,6
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Dragonslayer,0.5308904647827148,7
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Mirrormask,0.4872395694255829,8
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Ella Enchanted,0.4848090410232544,9
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Into the Woods,0.48300620913505554,10
X-Men: Apocalypse,X-Men: Days of Future Past,0.6392694711685181,1
X-Men: Apocalypse,X2,0.6001725792884827,2
X-Men: Apocalypse,X-Men: The Last Stand,0.5859678983688354,3
X-Men: Apocalypse,X-Men Origins: Wolverine,0.5630990862846375,4
X-Men: Apocalypse,X-Men,0.5527840852737427,5
X-Men: Apocalypse,X-Men: First Class,0.516473650932312,6
X-Men: Apocalypse,The Wolverine,0.5044280290603638,7
X-Men: Apocalypse,Mutant World,0.49039003252983093,8
X-Men: Apocalypse,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0.4688203036785126,9
X-Men: Apocalypse,"Batman: The Dark Knight Returns, Part 2",0.4546879827976227,10
The Dark Knight,The Dark Knight Rises,0.7212328314781189,1
The Dark Knight,Batman,0.709155261516571,2
The Dark Knight,Batman Begins,0.6237778067588806,3
The Dark Knight,Batman v Superman: Dawn of Justice,0.5941444635391235,4
The Dark Knight,Batman Forever,0.579042911529541,5
The Dark Knight,Batman Returns,0.5754537582397461,6
The Dark Knight,Batman & Robin,0.5676667094230652,7
The Dark Knight,"Batman: The Dark Knight Returns, Part 2",0.556894063949585,8
The Dark Knight,Brick Mansions,0.530494749546051,9
The Dark Knight,Defendor,0.4837356507778168,10
Up,The Dead Zone,0.45496827363967896,1
Up,Star Trek II: The Wrath of Khan,0.45153218507766724,2
Up,Stranger Than Fiction,0.44860535860061646,3
Up,Big,0.4373585879802704,4
Up,Danny Collins,0.4278033375740051,5
Up,Time Changer,0.42726027965545654,6
Up,The Butterfly Effect,0.42439043521881104,7
Up,The Kid,0.4193565547466278,8
Up,The Polar Express,0.4180544316768646,9
Up,Mr. 3000,0.41586706042289734,10
Monsters vs Aliens,How She Move,0.4739239811897278,1
Monsters vs Aliens,To Die For,0.46513304114341736,2
Monsters vs Aliens,Friday the 13th Part VII: The New Blood,0.43839219212532043,3
Monsters vs Aliens,Lockout,0.4203115999698639,4
Monsters vs Aliens,Martha Marcy May Marlene,0.4192700684070587,5
Monsters vs Aliens,Eye for an Eye,0.41839197278022766,6
Monsters vs Aliens,The Roommate,0.4165859818458557,7
Monsters vs Aliens,Kill Bill: Vol. 1,0.4163159728050232,8
Monsters vs Aliens,The Business of Strangers,0.41102278232574463,9
Monsters vs Aliens,Peeples,0.4107542634010315,10
Iron Man,Iron Man 3,0.5732833743095398,1
Iron Man,Iron Man 2,0.559846043586731,2
Iron Man,Avengers: Age of Ultron,0.4924003779888153,3
Iron Man,Steel,0.4590218961238861,4
Iron Man,Super,0.43801096081733704,5
Iron Man,Lords of London,0.4330849349498749,6
Iron Man,Ant-Man,0.4269784092903137,7
Iron Man,Conan the Barbarian,0.4222630262374878,8
Iron Man,The Devil's Tomb,0.41921466588974,9
Iron Man,Machete Kills,0.41115495562553406,10
Hugo,Extremely Loud & Incredibly Close,0.47435620427131653,1
Hugo,Mr. Peabody & Sherman,0.443809449672699,2
Hugo,August Rush,0.43033328652381897,3
Hugo,Les Misérables,0.42947161197662354,4
Hugo,Hot Tub Time Machine,0.4273281693458557,5
Hugo,The Boy in the Striped Pyjamas,0.4227244555950165,6
Hugo,Clockstoppers,0.4101889133453369,7
Hugo,Subway,0.3993804156780243,8
Hugo,Oliver!,0.398705393075943,9
Hugo,Knowing,0.3972741663455963,10
Wild Wild West,The Assassination of Jesse James by the Coward Robert Ford,0.3916783034801483,1
Wild Wild West,12 Years a Slave,0.38652166724205017,2
Wild Wild West,Blackthorn,0.37392398715019226,3
Wild Wild West,Glory,0.373121052980423,4
Wild Wild West,Cold Mountain,0.36894023418426514,5
Wild Wild West,Ravenous,0.3646067678928375,6
Wild Wild West,"The Good, the Bad and the Ugly",0.363671213388443,7
Wild Wild West,Gone with the Wind,0.3605537712574005,8
Wild Wild West,Machete Kills,0.3564794063568115,9
Wild Wild West,The Four Feathers,0.3554655909538269,10
The Mummy: Tomb of the Dragon Emperor,1911,0.45821434259414673,1
The Mummy: Tomb of the Dragon Emperor,Red Cliff,0.4128105342388153,2
The Mummy: Tomb of the Dragon Emperor,Mongol: The Rise of Genghis Khan,0.4024224579334259,3
The Mummy: Tomb of the Dragon Emperor,Hero,0.39970868825912476,4
The Mummy: Tomb of the Dragon Emperor,The Monkey King 2,0.398466020822525,5
The Mummy: Tomb of the Dragon Emperor,Reign of Assassins,0.3936521112918854,6
The Mummy: Tomb of the Dragon Emperor,The Last Emperor,0.3933698534965515,7
The Mummy: Tomb of the Dragon Emperor,Curse of the Golden Flower,0.38965848088264465,8
The Mummy: Tomb of the Dragon Emperor,Bulletproof Monk,0.3850935399532318,9
The Mummy: Tomb of the Dragon Emperor,The Grandmaster,0.38405099511146545,10
Suicide Squad,Sabotage,0.4916495084762573,1
Suicide Squad,The Specials,0.4830304682254791,2
Suicide Squad,The Act of Killing,0.4804255962371826,3
Suicide Squad,RED,0.4791545271873474,4
Suicide Squad,Despicable Me 2,0.4780937433242798,5
Suicide Squad,Men in Black,0.4772295355796814,6
Suicide Squad,R.I.P.D.,0.47383153438568115,7
Suicide Squad,The Toxic Avenger Part II,0.47042518854141235,8
Suicide Squad,Watchmen,0.46638625860214233,9
Suicide Squad,Undercover Brother,0.4632262587547302,10
Evan Almighty,Raiders of the Lost Ark,0.4432612955570221,1
Evan Almighty,Percy Jackson & the Olympians: The Lightning Thief,0.41289860010147095,2
Evan Almighty,Noah,0.4018954336643219,3
Evan Almighty,Legion,0.4005584120750427,4
Evan Almighty,Exodus: Gods and Kings,0.3790055215358734,5
Evan Almighty,Walter,0.3782314956188202,6
Evan Almighty,Shin Godzilla,0.3737064301967621,7
Evan Almighty,Final Fantasy: The Spirits Within,0.36662203073501587,8
Evan Almighty,Hard to Be a God,0.3558308780193329,9
Evan Almighty,Do You Believe?,0.34731605648994446,10
Edge of Tomorrow,Alien³,0.44604039192199707,1
Edge of Tomorrow,xXx,0.4336913228034973,2
Edge of Tomorrow,Good Kill,0.42917197942733765,3
Edge of Tomorrow,Hart's War,0.4217596650123596,4
Edge of Tomorrow,The Spirit,0.4166390299797058,5
Edge of Tomorrow,Red Sky,0.4149397313594818,6
Edge of Tomorrow,Flight of the Intruder,0.4105735421180725,7
Edge of Tomorrow,Training Day,0.40758994221687317,8
Edge of Tomorrow,Bullet to the Head,0.40717723965644836,9
Edge of Tomorrow,Catch Me If You Can,0.4063674509525299,10
Waterworld,The Sea Inside,0.516939103603363,1
Waterworld,Dogtooth,0.510336697101593,2
